,OTU,aldex2_diff.btw,aldex2_diff.win,aldex2_effect,aldex2_wi.ep,aldex2_wi.eBH,kingdom,phylum,class,order,family,genus,species,aldex2_positive,aldex2_negative,taxrank,test_id
114,OTU_207,-0.244125144356637,4.16848086758581,-0.0493128278076786,0.514512331365092,0.666012154449517,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,initial,mid,OTU,i_vs_m
115,OTU_208,-0.539530530144345,4.15786842319066,-0.109118930602865,0.44866322982486,0.605285023372573,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,phaeospirillum,phaeospirillum sp.,initial,mid,OTU,i_vs_m
116,OTU_209,1.50057908900566,3.94168476279277,0.326428891845131,0.0767180747730182,0.165446079375575,bacteria,proteobacteria,gammaproteobacteria,chromatiales,ectothiorhodospiraceae,thioalkalivibrio,thioalkalivibrio spp.,initial,mid,OTU,i_vs_m
117,OTU_21,-0.294997389443081,4.2827112830245,-0.059276552910214,0.498384561658446,0.650220446113688,bacteria,proteobacteria,gammaproteobacteria,xanthomonadales,xanthomonadaceae,stenotrophomonas,stenotrophomonas spp.,initial,mid,OTU,i_vs_m
118,OTU_210,-0.148776973293042,4.40867628220012,-0.0301119145326789,0.529999707686056,0.686253053621246,bacteria,bacteroidetes,flavobacteriia,flavobacteriales,flavobacteriaceae,elizabethkingia,elizabethkingia meningoseptica,initial,mid,OTU,i_vs_m
119,OTU_211,1.01322407929592,2.53717488810733,0.369331101983909,0.031077199984059,0.114335022183286,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter sp.,initial,mid,OTU,i_vs_m
120,OTU_212,-0.668292480341369,3.92741284041799,-0.140638489768635,0.358073120654005,0.518024599250598,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,initial,mid,OTU,i_vs_m
121,OTU_213,2.76863685434842,2.70386024231613,0.937178904936137,2.59119270472976e-07,3.97585789635781e-06,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,initial,mid,OTU,i_vs_m
122,OTU_214,-0.657513451980131,4.23076375515358,-0.130492725510115,0.385477476633444,0.540105135755,bacteria,proteobacteria,betaproteobacteria,neisseriales,neisseriaceae,stenoxybacter,stenoxybacter spp.,initial,mid,OTU,i_vs_m
123,OTU_215,4.18106877526447,1.95268538100492,2.01370804659396,1.559572336645e-14,1.20920930141766e-12,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,eubacterium,eubacterium sp.,initial,mid,OTU,i_vs_m
124,OTU_216,-0.53041615683168,4.23026875166235,-0.111148636815181,0.429471563151243,0.584382994049959,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter spp.,initial,mid,OTU,i_vs_m
125,OTU_217,-0.925221601965173,4.25352029573993,-0.192664775961029,0.302466846192103,0.452744868802269,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,phaeospirillum,phaeospirillum sp.,initial,mid,OTU,i_vs_m
126,OTU_218,-0.844072738512466,4.17074948952216,-0.17782620731556,0.28865554579442,0.441909001923949,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,initial,mid,OTU,i_vs_m
127,OTU_219,0.179868904186277,4.23119613699368,0.0345370769756164,0.507315124754328,0.666234648655163,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,initial,mid,OTU,i_vs_m
128,OTU_22,-3.65104082802539,3.7890584735385,-0.892363339280199,1.8395226488582e-06,2.35341466361113e-05,bacteria,firmicutes,clostridia,clostridiales,ruminococcaceae,ruminococcus,ruminococcus spp.,initial,mid,OTU,i_vs_m
129,OTU_220,0.16668149487641,2.16397942098086,0.074067483311697,0.693937579374175,0.827633706151987,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,citrobacter,citrobacter werkmanii,initial,mid,OTU,i_vs_m
130,OTU_222,-1.06775099857182,2.9596933099938,-0.360774834295117,0.0673955877470629,0.199451481723141,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,initial,mid,OTU,i_vs_m
131,OTU_223,4.42757335240482,3.20551253010486,1.30564986639419,4.44449312175793e-10,1.02714989356108e-08,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,initial,mid,OTU,i_vs_m
132,OTU_224,0.949723582333457,2.76545916953824,0.302482994999937,0.0795118706304691,0.209393672992717,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter spp.,initial,mid,OTU,i_vs_m
133,OTU_225,-0.616965261422559,4.29458347914224,-0.123169859396361,0.410918247190718,0.562297487719196,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,initial,mid,OTU,i_vs_m
134,OTU_226,-0.0489471012731286,4.20960902446778,-0.00939895192807606,0.526814930164791,0.682877995225732,bacteria,firmicutes,bacilli,lactobacillales,lactobacillaceae,lactobacillus,lactobacillus iners,initial,mid,OTU,i_vs_m
135,OTU_227,-0.355019621789376,4.19111186452873,-0.072460971125974,0.4833535773216,0.64072979462397,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,citrobacter,citrobacter werkmanii,initial,mid,OTU,i_vs_m
136,OTU_228,-0.815034359141306,4.12181591990338,-0.170158868447214,0.32060239279327,0.47551079183027,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,initial,mid,OTU,i_vs_m
137,OTU_229,0.786474132585953,4.22550216222378,0.162487986703403,0.320457032244827,0.471913994613122,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,acetobacteraceae,acetobacter,acetobacter spp.,initial,mid,OTU,i_vs_m
138,OTU_23,-0.521535460324549,1.37636304963104,-0.359053233767932,0.0431316396846018,0.136525931093598,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,initial,mid,OTU,i_vs_m
139,OTU_231,-0.490169572734081,4.41142151221016,-0.0940385811243452,0.431502756495912,0.582754584398862,bacteria,proteobacteria,gammaproteobacteria,pseudomonadales,moraxellaceae,acinetobacter,acinetobacter lwoffii,initial,mid,OTU,i_vs_m
140,OTU_232,0.141077566219016,4.03915611128347,0.0291754240162998,0.535852415497004,0.692807737912252,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,rhodovibrio,rhodovibrio spp.,initial,mid,OTU,i_vs_m
141,OTU_233,0.557524965369246,4.01108645872011,0.119717672259152,0.395532870475142,0.549682870715638,bacteria,gemmatimonadetes,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas spp.,initial,mid,OTU,i_vs_m
142,OTU_234,-0.0263790284016867,4.25693150856838,-0.00425070254195174,0.495315157618663,0.655604159091151,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,initial,mid,OTU,i_vs_m
143,OTU_235,-0.349101890948202,4.29834805744107,-0.0692416481769692,0.476759553462691,0.635215958867725,bacteria,bacteroidetes,flavobacteriia,flavobacteriales,flavobacteriaceae,flavobacterium,flavobacterium sp.,initial,mid,OTU,i_vs_m
144,OTU_236,0.787727334801277,3.96363362569241,0.171185767365301,0.337229866983605,0.495447255718591,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,initial,mid,OTU,i_vs_m
145,OTU_237,0.730662024326922,4.080461189843,0.159954180441081,0.335963505167442,0.485295924522432,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,initial,mid,OTU,i_vs_m
146,OTU_239,-0.519307012992887,4.13136275131833,-0.106840618331477,0.410699245153708,0.564409844293634,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas spp.,initial,mid,OTU,i_vs_m
147,OTU_24,-1.13146082566433,1.65086712091991,-0.581559600332641,0.000898173792904452,0.00592227452303812,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,initial,mid,OTU,i_vs_m
148,OTU_242,-0.361963698252426,4.04368640962866,-0.0765544103510813,0.498098277645012,0.652669980089751,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,initial,mid,OTU,i_vs_m
149,OTU_243,0.404907432588942,4.08118498873754,0.0894530879904886,0.475955825767725,0.62890627435223,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,initial,mid,OTU,i_vs_m
150,OTU_244,-0.344630291731949,4.28947308626198,-0.0695831653596055,0.474401859074109,0.629858431898999,bacteria,bacteroidetes,bacteroidia,bacteroidales,prevotellaceae,prevotella,prevotella spp.,initial,mid,OTU,i_vs_m
151,OTU_245,1.39569793778295,4.39516705542593,0.276872630087106,0.119927295922186,0.258173227055966,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,initial,mid,OTU,i_vs_m
152,OTU_246,0.789807073675838,4.05616287797735,0.159802767032292,0.315737322633537,0.467456821675505,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,initial,mid,OTU,i_vs_m
153,OTU_247,-0.830637865160122,3.45261439817907,-0.197065923812503,0.212221355087441,0.373767047688966,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,initial,mid,OTU,i_vs_m
154,OTU_248,-0.142191791340549,4.20467555040607,-0.0295635659333173,0.512989938511814,0.666964045851269,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,initial,mid,OTU,i_vs_m
155,OTU_249,-1.00889187861016,3.11783390634768,-0.255331110007732,0.0872539078596922,0.20753223464745,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,initial,mid,OTU,i_vs_m
156,OTU_25,4.39700261469687,2.6884809143591,1.57782492292561,1.06449387820464e-12,5.0821377884712e-11,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,nitrospirillum,azospirillum amazonense,initial,mid,OTU,i_vs_m
157,OTU_250,0.808906000562439,3.96143493529792,0.169559226519906,0.328425125427309,0.476850135112792,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,nitrobacter,nitrobacter hamburgensis,initial,mid,OTU,i_vs_m
158,OTU_251,4.85687550640298,2.95310341466777,1.6065016144929,2.11961878400653e-12,8.0605102492808e-11,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,cytophaga,cytophaga spp.,initial,mid,OTU,i_vs_m
159,OTU_252,0.478712767706138,4.24656857974563,0.0947088006929592,0.51106377819649,0.672889483838252,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,initial,mid,OTU,i_vs_m
160,OTU_253,-0.0942404263397263,4.2472885555872,-0.0193463254261703,0.519064661900708,0.67636716042607,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas palustris,initial,mid,OTU,i_vs_m
161,OTU_254,2.10157818792955,3.63959971316197,0.511639704164583,0.00754899009051355,0.0276261695454764,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,beijerinckiaceae,chelatococcus,chelatococcus spp.,initial,mid,OTU,i_vs_m
162,OTU_255,-0.478903030221048,3.68633151203971,-0.103253989592251,0.426941747285946,0.588571349972376,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,initial,mid,OTU,i_vs_m
163,OTU_256,-0.631757523748018,4.24852530420007,-0.123906756781621,0.396951016709286,0.549347324838305,bacteria,proteobacteria,betaproteobacteria,burkholderiales,comamonadaceae,hydrogenophaga,hydrogenophaga spp.,initial,mid,OTU,i_vs_m
164,OTU_257,-0.187566094784573,4.21379096324905,-0.0402261771284818,0.567993205329536,0.720581816103844,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,initial,mid,OTU,i_vs_m
165,OTU_258,-0.912331863158358,4.11898945541884,-0.187896830850499,0.302072288799674,0.452712050188581,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,initial,mid,OTU,i_vs_m
166,OTU_259,-0.459846538955653,1.66482628013934,-0.252258756045353,0.129512423714494,0.301153421035666,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,initial,mid,OTU,i_vs_m
167,OTU_26,-0.831089326702611,4.19672328111543,-0.164536944016961,0.328147630107811,0.488963175885208,bacteria,proteobacteria,gammaproteobacteria,pseudomonadales,moraxellaceae,acinetobacter,acinetobacter junii,initial,mid,OTU,i_vs_m
168,OTU_260,0.83597737511346,4.07205773305703,0.175891643978445,0.306196414945985,0.458496884753175,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,initial,mid,OTU,i_vs_m
169,OTU_261,-0.822620567577519,4.32445557296073,-0.171231312491007,0.32372175302403,0.479392787887894,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,initial,mid,OTU,i_vs_m
170,OTU_262,1.81718880801152,2.50100839161468,0.634397722812069,7.04478172814057e-05,0.000576955414505555,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,bradyrhizobium,bradyrhizobium sp.,initial,mid,OTU,i_vs_m
171,OTU_263,0.147889917477729,3.41541652077108,0.0351979392031864,0.594649784459714,0.744390584460289,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,initial,mid,OTU,i_vs_m
172,OTU_264,0.294547654667843,4.22399218328753,0.0603094488969302,0.490077851390797,0.646198051568226,bacteria,actinobacteria,actinobacteria,actinomycetales,nocardioidaceae,propionicimonas,propionicimonas paludicola,initial,mid,OTU,i_vs_m
173,OTU_265,-0.78782363908743,4.17892643792708,-0.167864825631175,0.320569064566827,0.473214198212738,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,ancalomicrobium,ancalomicrobium spp.,initial,mid,OTU,i_vs_m
174,OTU_266,0.617055501309547,3.75492297887744,0.135272870244764,0.368348281878302,0.525554798408078,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,initial,mid,OTU,i_vs_m
175,OTU_267,2.49952343938942,3.99553507431532,0.569720928460983,0.00276556947094111,0.0129756647236832,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,rhizobiaceae,rhizobium,rhizobium sp.,initial,mid,OTU,i_vs_m
176,OTU_268,-0.159389347276539,4.24088314628852,-0.0340131961388972,0.490897073495739,0.648417425685801,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,initial,mid,OTU,i_vs_m
177,OTU_269,-0.928420088399247,2.96978224577992,-0.256334056079875,0.124337454864026,0.272235473150702,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,initial,mid,OTU,i_vs_m
178,OTU_27,-1.30490369927529,2.64512781687371,-0.419442186838437,0.0115284627025379,0.0477652792826741,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,ancalomicrobium,ancalomicrobium spp.,initial,mid,OTU,i_vs_m
179,OTU_270,1.56130075409851,3.3388235319317,0.407803730493904,0.0196732178953761,0.0589996040141696,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas sp.,initial,mid,OTU,i_vs_m
180,OTU_271,0.282471382680638,2.81741218692634,0.0833551234055317,0.546044907840792,0.707506627105943,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter sp.,initial,mid,OTU,i_vs_m
181,OTU_272,-0.132820380831559,4.23122137640034,-0.0234576558302095,0.519429295779818,0.672434109095878,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,parabacteroides,parabacteroides distasonis,initial,mid,OTU,i_vs_m
182,OTU_273,-0.195251142092026,4.36183157146965,-0.0376163488400977,0.49655923392208,0.647048552134326,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas sp.,initial,mid,OTU,i_vs_m
183,OTU_274,1.54928848015695,3.51717772776976,0.393091711109351,0.0130596440812071,0.0545530296972036,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter sp.,initial,mid,OTU,i_vs_m
184,OTU_275,2.34804704693697,1.83230222557202,1.19352974961248,8.870310818783e-11,2.66433713842938e-09,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,eubacterium,eubacterium sp.,initial,mid,OTU,i_vs_m
185,OTU_276,3.00928047585923,2.80638676480675,1.00016124118564,1.65591231305332e-07,2.19644862160037e-06,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,initial,mid,OTU,i_vs_m
186,OTU_277,0.458487628392454,4.00000259457228,0.0991735518800747,0.47065201176941,0.62741755565183,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,bradyrhizobium,bradyrhizobium sp.,initial,mid,OTU,i_vs_m
187,OTU_278,-0.0783181471102186,4.24692155376334,-0.0168361951942939,0.522564244241816,0.677169355221786,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,initial,mid,OTU,i_vs_m
188,OTU_279,0.277443062652376,4.28603065305421,0.0545787366256157,0.502446884752429,0.658372966421795,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,initial,mid,OTU,i_vs_m
189,OTU_28,2.19208871546846,1.82680199883299,1.06774015173352,1.91542937605339e-07,2.86249816602818e-06,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas spp.,initial,mid,OTU,i_vs_m
190,OTU_280,-0.574690897343714,4.43527166307375,-0.109846767345166,0.446570486293486,0.600158941392252,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,initial,mid,OTU,i_vs_m
191,OTU_281,-0.467487883355515,4.39670745696658,-0.096763087803859,0.467261826662692,0.625616441214656,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,parabacteroides,parabacteroides spp.,initial,mid,OTU,i_vs_m
192,OTU_282,-0.111975445939187,4.15190867186338,-0.0232326481596903,0.518770044338016,0.671816240548091,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,initial,mid,OTU,i_vs_m
193,OTU_283,-0.431125381501452,4.24097149464603,-0.0872832905917314,0.453641305627099,0.607055514838463,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,initial,mid,OTU,i_vs_m
194,OTU_284,-0.780094445627555,2.02336423213487,-0.353397451971466,0.0753418093511137,0.211311389481415,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,escherichia,escherichia spp.,initial,mid,OTU,i_vs_m
195,OTU_285,0.91871308655623,4.00085782727334,0.187119488791868,0.256115590148458,0.404275981579983,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,inquilinus,inquilinus spp.,initial,mid,OTU,i_vs_m
196,OTU_286,-0.292549496818141,4.21712270628123,-0.0600844486522268,0.486718279007078,0.640705160128978,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,methylopila,methylopila sp.,initial,mid,OTU,i_vs_m
197,OTU_287,0.0530487106253741,4.06644559390663,0.0103671610449157,0.50991203147185,0.66702973839821,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,initial,mid,OTU,i_vs_m
